captured_at,destination_id,destination_name,destination_timezone,park_id,park_name,entity_id,entity_name,entity_type,status,source_last_updated,standby_wait_minutes,single_rider_wait_minutes,paid_standby_wait_minutes,return_time_state,return_time_start,return_time_end,paid_return_time_state,paid_return_time_start,paid_return_time_end,paid_return_price_amount,paid_return_price_currency,boarding_group_state,boarding_group_current_start,boarding_group_current_end,boarding_group_next_allocation_time,boarding_group_estimated_wait_minutes
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,e6152319-57b3-4105-a6d1-543178f983ae,The Great American Scream Machine,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,64ad8950-2497-459b-926e-305aa80af97e,Georgia Gold Rusher,ATTRACTION,CLOSED,2026-06-24T19:47:17Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,c2a945a3-4abe-43d4-a083-8bd41ff1520f,JUSTICE LEAGUE™: Battle for Metropolis,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,6ccd3cb1-746e-45a2-b07e-a942c43ba198,"Up, Up and Away",ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,367b2ffd-2c01-41fd-995d-b18d1634ef4c,SUPERMAN™:Tower of Power,ATTRACTION,CLOSED,2026-07-07T00:54:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,a9786228-97bb-4817-abd9-ee45982b5aa8,Yosemite Sam Wacky Wagons,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,509419dd-4197-4509-95ac-93fb20f65b22,Georgia Scorcher,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,01e0c260-86bc-402b-8aaa-b461371e5527,Monster Mansion,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,200d3c9e-1281-4635-bc9f-49b244ec6bb9,CATWOMAN Whip,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,e873a246-1188-4cfc-9ef3-910f312af29c,Pandemonium,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,a8ea944a-5ab7-42ed-bb02-ed08e64f125a,Six Flags Over Georgia,America/New_York,0c7ab128-259a-4390-93b9-d2e0233dfc16,Six Flags Over Georgia,a9998b27-5cc6-4217-938e-f900905f6e60,Twisted Cyclone,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,b7ee86e4-3a4d-41ba-88a4-b90e89bb7a4f,Magnum XL-200,ATTRACTION,OPERATING,2026-07-07T00:09:14Z,5,,5,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,59bf7089-f9e3-4759-8e3a-1be8995bcdc9,Rougarou,ATTRACTION,OPERATING,2026-07-07T00:09:14Z,15,,5,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,95922db5-0636-4b33-b1dd-53a765d81472,"Rock, Spin & Turn",ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,fd87a2d4-a1a5-467b-838c-6fa16e2b7d40,Kiddy Kingdom Carousel,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,9f1e1425-55b0-4055-8c66-f5a72657e429,Peanuts 500,ATTRACTION,OPERATING,2026-07-06T18:36:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,6c5a1190-ed1e-4ca4-b2b5-b4af21f8232e,Balloon Race,ATTRACTION,OPERATING,2026-07-06T18:36:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,50975ea1-59ee-4c3d-8d71-5d596af12593,Dune Buggies,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,8ebe1714-c397-4535-ad8c-fcd5986ed976,Flying Ace Balloon Race,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,55ecf9a5-1a56-4c7f-8d4d-f76906e19feb,Lake Erie Eagles,ATTRACTION,OPERATING,2026-07-06T18:43:40Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,9c85f228-e39d-4ee7-9d31-c1f9c0e7dab2,Ocean Motion,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,d661e64d-398d-43a9-8e0a-4b6f3c3eea81,Helicopters,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,daf0f64f-a222-4e12-b4a6-ef2ec5430e16,Sky Fighters,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,b025685a-2171-4c29-968a-fc1bac970bef,Slingshot,ATTRACTION,OPERATING,2026-07-06T19:43:52Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,e9106c87-8015-40bc-8782-0e7186ede5e5,Thunder Canyon,ATTRACTION,CLOSED,2026-07-06T23:05:03Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,a3748d20-dd3b-4ff9-bc18-7f78c1dc7eb0,Snoopy's Space Race,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,637c4a8c-69fe-4aa9-bc32-35273bfc31f9,Cedar Downs Racing Derby,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,5ae9d725-5eb5-4e27-ad65-cc2316e27970,Peanuts Road Rally,ATTRACTION,CLOSED,2026-07-07T00:09:14Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,5f3508d3-9fd0-49e4-8b25-2f6899975c3b,Mustangs,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,345afe0b-853b-43ad-832a-733f6b4081dd,Wave Swinger,ATTRACTION,OPERATING,2026-07-06T18:53:45Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,961414b3-c713-4b9a-8e07-2e7180b073e1,Woodstock's Airmail,ATTRACTION,OPERATING,2026-07-06T18:36:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,9528c96c-4926-43ba-b16b-8476c1e427d9,Charlie Brown's Wind-Up,ATTRACTION,OPERATING,2026-07-06T18:36:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,d90bd2bf-a9b6-4af9-b2c3-5640e1155eb2,Dodgem,ATTRACTION,OPERATING,2026-07-06T18:52:44Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,d84216ba-b697-4881-b329-2c137bfa3bc4,Giant Wheel,ATTRACTION,OPERATING,2026-07-06T19:15:19Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,078d0342-d11c-4573-8706-11dc8ee359ab,Midway Carousel,ATTRACTION,OPERATING,2026-07-06T18:43:40Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,6310d0ce-64c8-43a8-8ce3-32cf2474d529,Red Baron,ATTRACTION,OPERATING,2026-07-06T18:36:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,299049b0-2009-4df1-a1df-cf0ba15cca3a,maXair,ATTRACTION,OPERATING,2026-07-06T21:23:37Z,5,,5,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,6c3a6bf2-fcb5-44c7-8ba0-265825b07a23,Cedar Point & Lake Erie Railroad,ATTRACTION,OPERATING,2026-07-06T19:00:39Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,f9cdf271-f802-4edb-8956-33bc0ac270b1,Joe Cool's Dodgem School,ATTRACTION,CLOSED,2026-07-07T00:05:47Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,99e68849-fbc9-4a84-8ba3-d844ea4d396e,Power Tower Shot,ATTRACTION,OPERATING,2026-07-06T21:08:51Z,5,,5,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,35a82b2b-e2ce-4533-8c2a-0058ff769ceb,Atomic Scrambler,ATTRACTION,OPERATING,2026-07-07T00:54:12Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,a55dd586-a9c6-47b7-8374-13edcfbc7b47,4x4's,ATTRACTION,OPERATING,2026-07-06T21:44:39Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,70d20850-d07f-4988-9f38-42b9984ca64c,Sky Ride West,ATTRACTION,DOWN,2026-07-06T16:21:26Z,,,,,,,,,,,,,,,,
2026-07-07T01:43:03Z,ee2ec4b5-3bc3-403c-9e30-7fa607e6311e,Cedar Point,America/New_York,c8299e1a-0098-4677-8ead-dd0da204f8dc,Cedar Point,5ac63397-233b-49a8-9221-ca8516cbdd72,Corkscrew,ATTRACTION,OPERATING,2026-07-07T01:26:13Z,5,,5,,,,,,,,,,,,,
